first_name,last_name,email,phone,date_of_birth,country,registration_date,last_login,total_orders,total_spent,loyalty_tier,preferred_category,is_active,marketing_consent
David,Holmes,susan94@example.net,5712345676,1995-03-22,Dominican Republic,2020-09-20,2025-02-12 18:30:45,57.988254715456215,35690.87534846328,Gold,Sports,True,True
Kevin,Thomas,yjimenez@example.net,708-901-4544x455,1967-05-30,Mauritania,2022-02-18,2025-01-01 02:25:30,55.79690833642703,46577.31151710951,Platinum,Books,False,True
Jessica,Young,taylorchase@example.com,(726)745-7194x0726,1984-05-09,Oman,2025-08-13,2025-01-11 16:13:46,89.9267291782288,17221.54932917583,Silver,Beauty,True,False
Rickey,Johnson,haley62@example.com,4799758608,2003-01-09,Malawi,2023-07-03,2025-01-08 10:33:30,47.84550783052178,19246.49282211248,Silver,Home & Garden,True,False
Nathan,Garcia,yweeks@example.com,583.752.4101x07363,1959-09-21,Swaziland,2022-10-07,2025-08-03 18:00:55,28.50126077283913,30407.422810909404,Silver,Beauty,False,False
Megan,Lane,michelle34@example.net,+1-916-790-5111x99242,1950-04-06,Austria,2022-11-17,2025-05-14 02:11:45,24.575399983181743,28263.829264430206,Silver,Beauty,False,True
Renee,Bell,timothy39@example.com,529.432.4485x3688,1990-09-23,South Africa,2024-11-30,2025-07-10 20:52:37,6.638982899924139,7976.12164172836,Platinum,Sports,False,False
Dustin,Hunter,freemanchristopher@example.org,845-623-1171x586,1968-03-19,Korea,2025-06-07,2024-11-23 11:29:33,86.81249788231884,32769.12035162921,Gold,Sports,False,False
Kevin,Mckinney,josephwalls@example.com,4394666180,1984-11-27,Kenya,2023-05-31,2024-11-25 09:55:02,67.32250700776889,32526.067362790087,Platinum,Electronics,True,True
Steven,Nolan,timothybaldwin@example.com,581.705.6903,1955-01-17,Liberia,2021-07-04,2025-06-25 01:50:54,2.7712087010834345,10967.776018227985,Platinum,Clothing,True,True
Robert,Duncan,gcoffey@example.com,001-974-855-1896x9219,1993-08-20,French Guiana,2023-12-01,2024-12-28 19:02:48,60.293105077040714,31598.073677443954,Platinum,Sports,False,False
Erica,Hill,alyssa07@example.com,(783)918-2308x111,1949-12-01,Lebanon,2021-05-03,2025-03-01 06:31:53,32.52117044240735,22596.708550036576,Silver,Electronics,True,True
Richard,Fitzgerald,millercourtney@example.org,(771)809-5311,1989-05-05,Japan,2021-12-31,2025-04-10 15:47:14,55.09705509623332,12985.880284999394,Gold,Electronics,True,True
Gabriel,Browning,timothyodom@example.org,001-486-475-6112x6058,1992-07-02,Angola,2023-01-09,2025-04-22 08:03:47,97.07680354710483,-1985.1378291108606,Silver,Books,False,True
Rebecca,Abbott,lindataylor@example.org,808-398-2892x0096,1973-05-13,Mongolia,2023-05-08,2024-12-20 03:30:23,54.91448976714589,42259.73376501809,Gold,Clothing,False,False
Derrick,Sanchez,oliverjennifer@example.com,(862)266-7065x8158,1945-05-28,Korea,2025-02-09,2025-08-30 07:35:42,88.57937373676958,26298.053749329232,Silver,Food & Beverage,True,False
Tanya,Jones,bakersandra@example.org,(902)570-0171x775,1995-12-10,Solomon Islands,2024-07-30,2025-02-16 09:00:08,17.22157467882853,25693.542296406173,Gold,Clothing,False,True
Daniel,Rivera,csmith@example.org,(550)392-7260x98383,1944-09-29,Greenland,2023-10-08,2025-06-09 07:32:11,3.160218064765335,16247.280706161624,Platinum,Automotive,False,False
Juan,Anderson,zallen@example.com,+1-592-427-4444x120,1949-10-15,Mozambique,2025-01-25,2025-07-08 08:36:05,44.89672408477621,28956.777872014365,Bronze,Sports,True,False
Lisa,Walker,byork@example.com,741-753-8669,1990-04-21,Italy,2022-03-15,2024-12-26 09:37:04,44.111661919460104,29040.804656076027,Platinum,Clothing,False,False
Richard,Dillon,michaelfuller@example.org,001-279-704-7083,1959-06-29,Reunion,2020-09-25,2024-12-07 07:05:00,84.19670122968249,27977.41472476715,Bronze,Clothing,False,False
Claire,Dickerson,richardrobinson@example.net,502-877-8434x63663,1958-01-28,Brazil,2021-05-16,2024-11-22 04:14:07,91.51698705172319,20760.731909161645,Platinum,Sports,False,False
Elizabeth,Nguyen,davidmccormick@example.org,8252344125,1995-09-29,Guyana,2025-03-22,2025-04-05 13:53:05,27.032180170933703,6913.807166667004,Gold,Clothing,False,False
Brad,Jacobson,edwardscindy@example.net,555.607.1235x28213,2005-03-01,Sri Lanka,2020-11-02,2025-03-29 13:07:47,48.13557605960908,33400.07901181832,Gold,Electronics,True,True
Andrew,Bond,hatfieldjennifer@example.net,284-891-4699x24766,1953-10-06,Reunion,2021-06-25,2025-02-08 14:19:02,25.542944692090213,35107.48469501145,Platinum,Electronics,True,False
Terri,Leblanc,dmercer@example.com,001-823-279-3696x9640,1953-09-05,Slovakia (Slovak Republic),2022-10-13,2025-05-18 02:40:51,56.70136837719582,14357.157935905434,Platinum,Home & Garden,False,False
Mariah,Mccarthy,fbell@example.net,569.796.3891x69806,1963-08-10,Turks and Caicos Islands,2025-01-23,2025-07-07 03:10:56,57.92266062370462,36461.40519678216,Platinum,Automotive,False,True
Courtney,Higgins,reedchad@example.com,001-777-496-5147,1957-01-17,Iceland,2021-10-07,2025-08-23 00:35:29,80.2571325045034,16514.02731764627,Gold,Food & Beverage,True,True
Kevin,Galvan,carolynellis@example.org,001-928-753-3537,1965-07-11,French Guiana,2024-11-26,2025-05-02 14:33:15,29.69056746584715,241.67254973717195,Silver,Home & Garden,False,False
Bradley,Turner,bartlettcarl@example.org,252.944.3780x02345,1962-09-18,United Arab Emirates,2021-06-04,2025-01-12 13:09:49,50.67210193105585,7461.250886244019,Platinum,Beauty,True,False
Richard,Gonzalez,steven93@example.com,327-523-3937x17409,1951-07-07,Bolivia,2025-01-11,2024-11-16 07:27:11,73.23778227928398,18340.719423485814,Gold,Food & Beverage,True,False
Angela,Ballard,william31@example.org,615-677-9276x099,1948-04-13,Finland,2022-04-26,2025-07-29 17:04:36,32.69451050669105,13600.615477851676,Gold,Home & Garden,False,False
Benjamin,Barnes,duanecarter@example.com,(279)260-9844x522,1960-03-13,Brazil,2025-07-21,2024-11-24 09:33:54,95.43350732564889,32841.86244047267,Gold,Home & Garden,False,True
Natalie,French,odonnellamber@example.com,(350)834-1031x43375,1951-11-03,Cambodia,2023-05-08,2024-10-19 19:00:14,49.07714792207417,18392.45764862833,Gold,Automotive,True,True
Vicki,Moss,pespinoza@example.net,001-214-267-7426x344,1966-06-26,Tunisia,2023-02-25,2024-12-27 16:04:28,56.87894467828832,12754.376030836269,Platinum,Electronics,True,False
Charles,Brown,farleymatthew@example.org,631.356.8984x83399,1985-11-28,Lebanon,2024-12-25,2025-04-30 05:40:08,58.76213490221631,30542.96033518644,Gold,Beauty,True,False
Rita,Stevens,aimee22@example.org,394-339-7936x488,2006-01-10,Bermuda,2024-08-25,2025-01-19 06:25:58,68.41859534998186,6423.18418496921,Silver,Sports,True,True
Barbara,Ortiz,velezsophia@example.org,438-288-5845,1955-08-20,Equatorial Guinea,2022-05-21,2025-02-09 23:09:43,47.160487822725386,24149.48462461525,Gold,Beauty,False,True
Kyle,Thompson,williamjohnson@example.org,536-351-5568,1966-07-20,South Africa,2024-02-20,2025-05-30 23:52:14,40.74367228348189,22660.628785734632,Platinum,Home & Garden,False,False
Amy,Parks,morgan28@example.com,001-970-774-4330,2006-10-05,Senegal,2022-08-14,2025-07-31 07:09:51,63.9639055291744,34649.17878221029,Gold,Books,False,True
Nichole,Torres,pleach@example.org,716.875.3971x05350,1946-08-23,India,2024-02-24,2025-07-21 08:35:20,5.8730559592383,30861.63290627861,Platinum,Home & Garden,False,True
Samantha,Chapman,lozanojudy@example.org,223-500-0645x18107,1951-09-28,Philippines,2022-05-30,2025-08-28 01:46:51,80.0261008298723,25598.75825397549,Platinum,Food & Beverage,True,True
Whitney,Becker,dylancamacho@example.com,(605)977-6588x6950,1996-02-28,United States Virgin Islands,2023-02-05,2025-02-27 09:56:12,12.888644955584255,24031.949140477267,Platinum,Electronics,False,True
Katie,Gray,sarahhayes@example.com,470.400.9041x06018,1969-08-29,Faroe Islands,2024-04-17,2025-07-14 09:48:51,34.600433200014834,21161.0034454939,Gold,Home & Garden,True,False
Jose,King,qwright@example.com,458.436.4630,1960-01-11,Ukraine,2025-07-17,2025-01-20 23:56:23,71.70242278170025,50666.845506286794,Platinum,Automotive,False,False
Peggy,Delgado,charlesmiller@example.net,001-293-935-7956x6893,1945-03-19,Jordan,2023-04-16,2024-11-26 00:58:40,82.3265508406787,4747.80297431151,Platinum,Food & Beverage,True,False
Misty,Smith,bryannicole@example.com,674.326.4825,1957-06-18,Greenland,2025-01-19,2024-12-30 07:38:37,64.52398863733376,18093.536124123362,Bronze,Sports,False,True
Ellen,Pope,jensensarah@example.org,401-354-0753,1997-01-27,Estonia,2023-09-05,2025-02-08 12:55:42,94.90023603364536,47151.84163972619,Gold,Books,True,True
Zachary,Jenkins,jessicascott@example.com,(705)818-5064,1988-11-21,Zambia,2021-11-28,2025-05-24 09:06:55,64.59123818587739,19198.7079829363,Platinum,Food & Beverage,True,False
Heather,White,rfrank@example.com,001-329-446-5886x2821,1952-06-02,Indonesia,2025-07-05,2025-08-02 23:06:35,51.8477720126891,29007.181929388684,Bronze,Beauty,False,False
Benjamin,Carter,xblack@example.net,870-445-2086x0121,1982-09-15,Uzbekistan,2025-07-27,2025-02-10 12:17:32,15.092047040210394,40727.84357201441,Platinum,Food & Beverage,True,False
Bonnie,Anderson,dicksonrachel@example.com,517-851-1252,1991-07-13,Christmas Island,2024-10-28,2024-10-16 23:06:24,87.49085253228014,50306.55877362142,Gold,Automotive,True,False
Juan,Moore,james29@example.org,(972)282-2124,1988-01-19,Jordan,2021-11-11,2025-07-28 18:50:06,26.907298887610757,44751.08011075445,Platinum,Home & Garden,False,True
Patricia,Love,ashleyortiz@example.com,6232270976,1989-06-23,Saint Martin,2024-05-23,2025-01-03 23:09:49,80.35162156894724,2122.634242998716,Gold,Clothing,False,True
Nicholas,Schroeder,larry80@example.net,+1-455-976-5276,1986-07-29,Iceland,2025-09-05,2025-09-06 20:24:23,90.31708237723157,15322.032699555504,Bronze,Sports,True,False
Daniel,Townsend,wkelly@example.org,001-562-826-4766x5973,1957-04-30,Puerto Rico,2022-11-06,2024-11-08 07:31:06,17.709792656209427,16886.964203221236,Gold,Clothing,False,True
Tracy,Hamilton,chasecollier@example.org,458.624.6091,1992-08-16,Gabon,2023-02-15,2025-07-17 12:52:06,69.8656397074111,22556.054051256546,Gold,Books,True,False
Angela,Cooper,ckeith@example.org,001-648-277-6037x442,1979-03-17,Algeria,2022-02-24,2024-09-23 11:48:45,2.805020288437308,41837.85088843343,Silver,Clothing,False,True
Laura,Conrad,jessica30@example.com,(876)740-6738x54994,1945-09-11,Algeria,2025-01-06,2025-09-10 00:25:05,50.29466931607709,34913.99222161575,Silver,Sports,True,False
Veronica,Cannon,deborah92@example.com,723-394-2226,1989-10-18,Thailand,2020-10-07,2024-10-31 22:01:02,64.09456353463278,42618.953738872864,Silver,Sports,True,False
Brittany,Hood,ricemelvin@example.com,257-387-1442,1990-05-12,Haiti,2020-09-25,2025-05-25 22:55:13,76.49335238534348,45638.11768833543,Gold,Books,True,True
Julie,Powell,russellmichael@example.net,(236)463-9518,1951-08-21,Philippines,2023-04-24,2025-03-07 00:54:19,17.71936112539878,45809.23121307364,Bronze,Beauty,True,False
Rebecca,Cox,brianmarquez@example.org,305.888.1764,1996-09-22,Liechtenstein,2024-01-31,2025-03-03 07:39:04,70.22134395706284,34686.15373094627,Silver,Clothing,True,False
Natasha,Smith,leachkaitlin@example.net,2615021480,1953-11-08,Tonga,2021-11-30,2024-10-29 14:31:30,74.18243723041694,26297.13284216858,Silver,Food & Beverage,False,False
John,Lee,stephenmcmillan@example.org,(347)603-8696x262,1992-06-21,Chad,2022-12-07,2024-11-07 21:54:38,87.79415726172968,18910.173124496858,Silver,Books,False,False
Nichole,Carroll,hgonzales@example.com,421-855-2124x69349,1993-06-23,Cyprus,2024-11-04,2024-10-31 13:44:53,47.14266011881002,32792.94837729571,Gold,Books,False,True
Gina,Ball,matthewgordon@example.org,888.910.7383x37934,1972-05-04,Zambia,2024-12-06,2025-01-26 03:55:45,92.78345198618915,35057.34386648596,Silver,Beauty,False,True
Sandra,Chase,lisa48@example.org,(672)333-3496x455,1959-05-17,Russian Federation,2021-11-17,2025-01-06 18:24:04,11.915410137137004,40044.76503796468,Platinum,Food & Beverage,True,True
Amy,Stokes,samuelwagner@example.org,518.214.9793,2005-09-27,Japan,2024-01-08,2025-03-08 05:18:47,65.029198297902,18697.59228300669,Gold,Automotive,False,True
Amanda,Briggs,beth37@example.com,(823)377-2935x230,1949-03-04,Italy,2025-04-12,2025-03-17 09:44:06,4.6919680237451455,3399.7163628753115,Bronze,Beauty,True,False
Matthew,Miller,trevinobenjamin@example.net,+1-447-512-5542x29149,2001-04-30,British Indian Ocean Territory (Chagos Archipelago),2021-02-01,2024-10-01 12:07:19,30.293658104165704,1773.4815870436719,Bronze,Beauty,False,True
Tiffany,Carter,millermark@example.org,001-884-301-7880x5980,1989-08-17,Uruguay,2024-06-18,2025-04-01 02:51:51,-1.018689213854467,39392.74664408338,Bronze,Beauty,True,True
Kimberly,Kidd,michaelstephens@example.org,(829)554-7123,2000-09-13,Solomon Islands,2024-11-29,2024-09-30 10:25:29,67.44024190805997,27236.783511705766,Gold,Sports,False,True
Theresa,Griffin,umartinez@example.net,+1-729-789-9690x34324,1959-10-24,Brunei Darussalam,2023-12-18,2025-07-07 08:28:23,73.37604210662847,40469.907284133966,Gold,Books,True,False
Bonnie,Johnson,ronald53@example.com,001-782-273-4880,1952-08-24,Bhutan,2025-02-11,2025-05-05 12:30:08,36.10317782923619,15662.315488296723,Gold,Food & Beverage,False,True
Katie,Anderson,ericclark@example.net,5759641765,2001-08-27,El Salvador,2022-03-28,2025-02-15 18:27:16,84.90603173046604,40237.58619403457,Platinum,Books,True,False
William,Booker,hollandmatthew@example.org,(856)313-5225x75250,2002-08-31,Liechtenstein,2021-06-30,2025-08-16 09:51:59,84.12939661675054,21686.486421581838,Bronze,Clothing,False,False
Paul,Howard,mary35@example.com,001-544-670-7703x891,1981-09-22,Ghana,2022-04-19,2025-02-07 23:48:50,13.011254707504225,32499.109007044535,Bronze,Books,False,False
Gregory,Harding,griffinstephanie@example.org,676.352.5571x980,1979-06-24,Peru,2021-06-30,2025-07-27 13:06:36,93.92350624900686,9689.958574405617,Gold,Food & Beverage,True,False
Melanie,Hanson,kimberly80@example.net,+1-442-755-2488,1971-05-05,Niue,2020-10-31,2025-08-27 12:26:24,14.935871957728072,41684.888060520076,Platinum,Clothing,True,False
Alice,Moore,taylorpham@example.com,(737)442-7983x51578,1964-02-27,Austria,2021-03-02,2024-12-19 13:01:37,36.16920515194868,42068.523238289534,Gold,Electronics,True,True
Pamela,Miller,harrisaustin@example.org,001-919-652-2322,1955-04-08,Belgium,2025-05-30,2025-05-16 07:02:47,18.550157926342806,19706.68991459061,Silver,Home & Garden,False,False
Carlos,Williams,eroberson@example.org,925.866.5603x810,1976-05-10,Namibia,2023-02-21,2024-10-20 23:19:36,13.674892746070062,45727.07561855564,Platinum,Automotive,True,False
Sara,Wong,penny42@example.org,(803)679-9525x9867,1972-05-24,Guernsey,2021-11-14,2024-09-23 09:28:02,88.71556855493219,20749.063481309844,Bronze,Beauty,False,False
Michael,Hurst,xnovak@example.org,989-888-5218x2093,2005-09-23,Zimbabwe,2021-07-01,2025-04-11 19:31:05,94.34618689970598,33649.57608420573,Silver,Electronics,False,True
Denise,Martinez,bgarrison@example.com,487-238-3079,1969-04-30,Switzerland,2020-09-25,2024-10-30 14:33:43,68.53745964097219,31418.807852451173,Bronze,Home & Garden,False,False
Willie,Johnson,simonjohn@example.com,690-645-7225,1963-08-26,Brazil,2023-01-22,2025-05-27 15:50:14,29.733902234509127,41936.09809194713,Silver,Beauty,True,False
Michael,Warren,wdennis@example.com,(703)572-7525,1984-05-05,New Caledonia,2021-06-19,2025-05-11 13:05:58,16.315061145193855,15878.296658176148,Silver,Beauty,True,False
Melinda,Lee,juliawoodard@example.com,001-815-245-6047x923,1983-07-22,Sweden,2024-06-26,2024-11-11 02:09:42,12.427293981844993,44468.25378033422,Silver,Electronics,False,True
Mitchell,Mays,msmith@example.com,614-609-5594x105,1962-01-22,Iraq,2024-08-12,2025-05-20 08:46:25,21.727240631622312,6112.351592604339,Silver,Automotive,False,False
Larry,Dominguez,karen60@example.net,001-651-714-2284x96259,1988-08-02,Congo,2024-04-17,2025-03-11 07:34:56,37.102303597152094,44111.448194189834,Platinum,Electronics,True,True
Anthony,Jacobs,jasontownsend@example.com,+1-801-676-2568x335,1978-07-03,United Kingdom,2023-06-29,2024-10-25 00:50:22,64.7473255605472,50688.88499249234,Silver,Home & Garden,False,False
Kelly,Burnett,daymichael@example.org,+1-390-536-9806x28099,1991-09-16,Tokelau,2021-05-31,2025-07-08 17:54:48,71.74087849146187,35830.89277057959,Gold,Food & Beverage,False,True
Gregory,Jackson,stephanie05@example.com,827-712-7343x134,1951-07-23,Italy,2024-07-26,2024-11-13 11:27:24,-0.12567235119156495,8.931836996746483,Platinum,Clothing,False,False
Lindsay,Smith,daniel10@example.net,727-957-6386x0535,2006-06-05,Algeria,2023-05-04,2024-11-09 23:31:54,51.96208330692076,17333.8324979515,Silver,Sports,False,True
Lisa,West,samanthahubbard@example.net,(726)496-5868,1956-12-04,Maldives,2025-03-01,2025-01-17 19:53:08,78.06203934901842,5356.282317965107,Gold,Home & Garden,False,True
James,Powers,danahill@example.org,932.739.1869x150,1965-03-07,Swaziland,2022-10-11,2025-05-05 21:09:24,30.931890460433184,22477.466832101374,Silver,Books,False,False
Nancy,Costa,ubrown@example.net,363-983-5825x161,1985-01-09,Mauritius,2025-06-16,2025-04-22 17:47:52,93.13241257911275,36013.13148125695,Bronze,Electronics,False,True
Michael,Sims,lindsay83@example.com,(283)366-6276x6508,1962-01-13,Pakistan,2021-10-30,2025-04-29 18:12:17,31.990094574388227,50998.63519900363,Silver,Home & Garden,True,False
William,Johnson,joshuaspencer@example.com,713.876.4072,2002-08-25,South Georgia and the South Sandwich Islands,2021-03-31,2024-12-21 08:48:22,51.354963354105,44749.682211018335,Silver,Clothing,True,False
Stephanie,Berry,wanda14@example.net,+1-258-206-2337x7760,1987-06-15,Mauritius,2021-12-22,2025-01-02 07:25:00,99.13972033378025,21998.985012347213,Silver,Books,True,False
Elizabeth,Kelly,ynicholson@example.net,(483)309-2276,1988-02-03,Andorra,2025-03-08,2025-03-30 07:21:22,7.482249926048498,4827.299769218485,Silver,Beauty,False,False
Kathryn,Bartlett,sthomas@example.org,303.676.2302x055,2005-10-03,Italy,2023-11-07,2024-12-14 13:44:00,31.844491227605793,43306.461046096156,Gold,Books,True,True
Sheryl,Sanchez,keithsimon@example.org,985.682.3106,1948-09-28,Israel,2023-11-04,2025-02-24 01:25:24,90.18149517530227,23905.34968242561,Platinum,Automotive,False,True
Megan,Ochoa,howardanna@example.com,(875)302-6141x893,1998-08-07,Suriname,2023-04-02,2025-08-25 18:01:42,83.78211962368367,45829.9624585396,Bronze,Home & Garden,True,True
David,Kent,rosarioemily@example.com,570-707-8228x6389,1980-09-09,Bangladesh,2025-05-24,2024-12-21 22:47:24,28.196306075007886,12908.729416376797,Gold,Books,False,True
Kelly,Fowler,amylee@example.com,461.450.7970,1970-10-21,Bouvet Island (Bouvetoya),2024-11-11,2025-02-25 15:56:21,11.517817694841124,42480.35512497627,Gold,Automotive,True,True
John,Walker,barbaraprice@example.net,436.245.9477,1997-02-25,Brazil,2021-07-04,2025-02-19 10:53:17,86.53558396291996,33853.85547924837,Gold,Books,True,False
David,Kerr,luiswhitehead@example.net,918.766.7476,1988-10-25,China,2021-02-28,2025-07-07 18:00:25,22.21901403002162,30120.05595166497,Gold,Books,True,False
Brent,Phelps,holly00@example.org,+1-841-210-3861x3057,1978-02-14,Mozambique,2023-02-06,2025-08-23 10:16:56,98.11318365775846,44593.21381061898,Platinum,Home & Garden,False,False
Paul,Bernard,ericasmith@example.org,2036523135,1944-11-30,Tonga,2024-02-24,2025-08-15 02:31:07,27.57256943648925,21185.016366862314,Bronze,Electronics,False,True
John,Moss,glenntravis@example.org,858.945.4219x66839,1960-09-20,Ecuador,2025-05-28,2025-08-06 20:48:02,53.6239668841127,35744.36133386756,Silver,Food & Beverage,False,True
Rachel,Snow,sean97@example.com,264-567-7471x486,1955-10-12,Dominica,2024-01-13,2025-06-23 04:07:09,10.939892211952975,37628.23448028721,Platinum,Books,True,False
Christopher,Lee,smithbrandon@example.org,653-603-9038x405,2005-04-24,Montserrat,2025-04-21,2024-10-01 00:48:12,59.64291496269919,15523.766991392142,Gold,Home & Garden,False,False
James,Downs,manderson@example.net,001-487-682-8554x256,1972-04-16,Honduras,2022-07-18,2025-04-19 20:18:53,7.986999472382541,49231.53572852489,Gold,Home & Garden,False,True
Gina,Turner,jhoover@example.net,+1-857-423-7107,1973-10-06,Saint Lucia,2025-05-24,2025-04-01 04:05:59,95.94820354485637,14851.505230744218,Bronze,Electronics,True,False
Catherine,Thompson,carrie14@example.org,001-292-569-2780x544,1963-05-26,Rwanda,2020-12-03,2024-12-28 19:47:19,-0.03383331111649479,20079.606499012607,Platinum,Home & Garden,False,True
Eric,Preston,christopheradams@example.net,9846672399,2001-01-10,Russian Federation,2025-01-12,2025-08-31 15:14:29,71.02732608204803,15079.536762184682,Platinum,Sports,False,True
Michael,Johnson,fdaniel@example.com,001-473-467-5625x45521,1995-06-13,Nicaragua,2024-12-23,2024-11-26 07:32:54,41.72714226201113,13971.696262083095,Silver,Clothing,False,True
Elizabeth,Jones,kristenrobinson@example.net,001-261-215-5501,1988-06-20,Madagascar,2021-03-25,2025-01-06 22:47:46,0.9271778058144824,22117.056817646364,Silver,Food & Beverage,False,False
William,Williams,joshua47@example.net,771-792-4281x83531,1957-06-03,Peru,2021-10-04,2025-07-22 19:56:32,53.236573352482075,41095.29090117478,Bronze,Home & Garden,False,True
Heather,Morgan,emily09@example.org,+1-900-349-1767,1956-12-16,Cook Islands,2023-03-14,2025-08-16 19:54:34,21.950903991766374,27499.42783005527,Gold,Automotive,True,True
Kurt,Mayer,angela15@example.net,+1-371-563-0575x280,1996-09-24,Oman,2021-06-01,2025-09-10 00:49:38,68.25884442068588,8131.198681777109,Bronze,Sports,False,True
Katrina,Gonzalez,ashleywalls@example.com,(671)337-3350x308,1996-05-20,Armenia,2024-08-15,2025-07-31 16:13:01,-0.6619776648028373,46559.57551681813,Platinum,Sports,True,True
Mary,Lewis,todd80@example.com,(994)515-3145x381,1970-08-05,Saint Helena,2022-03-29,2025-09-05 10:12:54,38.49194744384048,41524.57307721165,Gold,Beauty,False,True
James,Rich,joshuaclay@example.org,754-874-3302x417,1994-09-11,Trinidad and Tobago,2024-02-22,2025-06-23 05:37:31,73.16319485371044,11996.36011663348,Bronze,Home & Garden,True,False
Gregory,Harris,spencerheather@example.com,9296301627,1972-11-11,Argentina,2025-06-14,2024-10-24 19:28:16,77.2319081883204,30754.26447176484,Silver,Automotive,False,False
Dale,Chavez,johnesparza@example.net,805-474-1074x26479,1981-05-26,Nepal,2023-08-05,2025-04-20 12:20:45,27.391329886868704,33286.80615198531,Gold,Sports,False,True
Paul,Richard,iparsons@example.com,875.857.3901,1946-02-26,Iceland,2025-02-07,2025-04-18 21:11:42,92.08504563973277,12471.144891612303,Silver,Home & Garden,False,False
Gina,Thomas,amanda87@example.org,+1-446-791-0285,1946-01-31,Morocco,2022-10-18,2025-01-05 18:10:37,24.806382703425754,27230.03049885994,Silver,Electronics,False,True
Wanda,Wright,michaelcox@example.org,792-429-9685x9585,1971-11-27,Kiribati,2023-02-28,2025-08-13 14:43:16,-0.1618785602438786,4265.720260256005,Platinum,Home & Garden,True,False
Bonnie,Hicks,stephen69@example.org,001-375-242-4443x61656,1974-05-20,Haiti,2022-09-12,2025-03-18 19:15:20,98.17169009128254,48073.8715194965,Gold,Books,True,False
Melissa,Griffin,johnsondaniel@example.com,404.432.5492,1953-01-29,Guadeloupe,2024-10-27,2024-11-26 21:36:00,87.95878078230389,6919.067411924521,Silver,Clothing,False,False
Taylor,Kennedy,kaylavega@example.com,790.299.7096x23651,1978-04-26,Oman,2023-11-03,2024-10-21 14:24:25,7.8383122258529605,1098.7223371943155,Bronze,Automotive,False,False
Sonya,Rodriguez,dcarter@example.org,+1-396-741-4781x1316,1970-08-16,Saint Helena,2023-12-17,2025-01-15 20:52:48,84.22366155940267,24948.579774121747,Gold,Electronics,False,False
Brian,Roberts,nroth@example.org,(390)920-6717x75057,2003-01-07,British Indian Ocean Territory (Chagos Archipelago),2022-05-18,2024-11-02 17:53:56,10.664198218430268,1634.220821819814,Gold,Home & Garden,False,True
Cole,Anderson,jdean@example.org,001-554-257-4617,1978-02-27,Costa Rica,2021-11-26,2025-02-17 15:25:59,89.52493729360113,6356.178597153783,Platinum,Electronics,True,True
Tony,Miller,antonio40@example.net,(439)684-1215x95002,1964-05-19,Zimbabwe,2022-01-12,2025-08-21 20:09:39,41.428115790732505,603.2961025381132,Silver,Home & Garden,True,False
Terrance,Macias,jeffreymoyer@example.net,001-573-573-3456x9576,1981-07-10,Bermuda,2020-12-15,2025-04-24 15:11:37,64.12615294454913,2855.28995228465,Bronze,Electronics,False,False
George,Cooper,wallacedaniel@example.org,(453)371-8779,1983-01-14,Marshall Islands,2023-07-08,2024-09-26 06:31:29,64.66951986397581,23764.999998693143,Platinum,Automotive,True,True
Devin,Miller,khudson@example.org,235-470-7003,1974-10-16,Afghanistan,2023-09-16,2025-07-22 09:52:56,7.291726283898255,17668.26240535164,Bronze,Beauty,True,True
Paula,Solis,hbanks@example.org,001-710-700-5329x904,1969-12-02,Jordan,2024-02-06,2025-03-25 07:49:23,17.125553717585444,38367.8602801988,Silver,Beauty,False,False
Timothy,Ayala,joann67@example.net,001-664-374-3353x952,1984-08-06,Vanuatu,2020-11-30,2025-02-23 08:52:44,57.65204159680366,31891.195019773513,Silver,Beauty,False,True
Theresa,Hall,marksmith@example.net,8248788586,1990-02-11,Tonga,2021-08-24,2025-01-15 18:09:02,8.187668342201714,24770.637767967397,Platinum,Clothing,False,True
Thomas,Anderson,jeffreycooper@example.net,+1-285-377-0230,1951-06-28,Jamaica,2021-12-09,2025-03-11 23:50:03,41.52608967503009,1415.4992058415837,Platinum,Home & Garden,True,True
Jenna,Pineda,swatson@example.org,001-713-875-1691x9924,1995-11-01,Sierra Leone,2020-10-22,2025-03-09 07:34:30,8.968803986542945,38160.216946452565,Bronze,Clothing,True,True
Michelle,Lucero,feliciacurtis@example.org,951-511-9915x33503,1944-10-31,Monaco,2022-03-01,2024-12-27 11:55:14,59.97310763505128,32355.302123275804,Bronze,Food & Beverage,True,False
John,Peterson,shawmelissa@example.org,999-269-4642x049,1957-10-29,Liberia,2024-04-24,2025-06-17 15:55:54,49.32008293892615,10765.139881284815,Silver,Home & Garden,True,True
William,Combs,jacquelinesharp@example.com,001-770-610-4344x47392,1945-11-10,Niger,2021-09-13,2025-04-26 14:38:09,69.74767774760122,33464.20175991717,Platinum,Home & Garden,True,True
Jennifer,Warner,jjohnson@example.net,462-451-6335,1970-07-09,Luxembourg,2025-05-27,2025-06-15 15:03:05,49.26009508516757,29131.3967632135,Gold,Clothing,False,False
Jose,Green,heathercurry@example.com,6039917136,1990-07-12,Burkina Faso,2023-08-20,2025-07-31 15:23:00,1.472731252729593,45558.82039798424,Gold,Automotive,False,False
Sheri,Harrington,nclark@example.net,(402)615-3756,1998-03-28,North Macedonia,2023-04-14,2024-09-18 01:53:09,31.201308095910658,25102.760223053123,Silver,Clothing,True,True
