first_name,last_name,email,phone,date_of_birth,address,city,state,zip_code,country,registration_date,last_login,total_orders,total_spent,loyalty_tier,preferred_category,is_active,marketing_consent
Mark,Turner,michael41@example.org,457.304.9257x27448,1959-08-18,"84319 Wendy Tunnel Suite 998
Atkinsmouth, NM 43281",Travisside,Oregon,19045,Micronesia,2022-07-17,2024-11-17 02:36:05,78.93742478701698,48851.429364253745,Gold,Food & Beverage,True,True
Stephanie,Carpenter,caitlinhowell@example.net,579-490-4411x599,1950-01-13,"6622 Sarah Prairie
East Pennyberg, DE 69240",South John,Missouri,45733,Solomon Islands,2021-03-01,2025-02-05 09:37:51,25.68634923160044,41884.160647666664,Gold,Automotive,True,False
Wanda,Hayes,timothy66@example.com,258.415.6790,1987-05-24,"98272 French Mountains Apt. 278
South Mackenzie, ND 30915",Klinemouth,Arizona,48242,Nepal,2021-10-28,2024-10-29 20:04:08,3.4752922589130124,23153.97191594547,Gold,Automotive,True,False
Sandra,Lowe,cgordon@example.net,628.303.4781x76699,1952-08-24,"34685 Hansen Vista Apt. 174
Stacyville, KS 94153",West Johntown,Wisconsin,15703,El Salvador,2025-03-22,2024-11-14 07:57:42,35.046223325961265,13080.672252482485,Platinum,Automotive,True,False
Juan,Peters,sherrigonzales@example.net,+1-883-718-3502,1991-06-16,"96759 Hughes Spur Apt. 079
Danielville, IL 90636",Nicolasport,Arkansas,17664,Indonesia,2024-05-02,2025-05-24 00:26:20,31.78349179776919,15546.028830869735,Bronze,Automotive,True,False
Kelly,Villarreal,richard52@example.net,+1-678-397-6713x535,1974-08-24,"4281 Elizabeth Squares
Anthonymouth, KY 89758",Jacquelineport,Arkansas,01996,Costa Rica,2021-02-03,2025-08-19 04:52:05,0.9593590639912281,42115.014582633834,Gold,Automotive,False,False
Laura,Evans,jenniferfranklin@example.net,(940)381-4304,2001-06-23,"7385 Patrick Islands
North Carolbury, CA 19755",Boyerchester,Oregon,99324,French Polynesia,2022-07-20,2025-04-07 11:10:56,2.680551212665318,14468.493614942967,Silver,Clothing,False,True
Leslie,Howard,deanna67@example.com,+1-874-280-7828x3569,1982-09-19,"83723 Luke Cliff Apt. 422
Daltonchester, PW 92663",Garzahaven,Hawaii,97906,Latvia,2022-03-30,2024-12-31 17:35:29,6.555237481090183,1224.732541409553,Platinum,Beauty,False,False
Ronald,Villarreal,sara58@example.com,(881)540-7747,1951-08-23,"6941 Ralph Brook
Mcbridetown, ND 54195",Aaronland,Kansas,55819,American Samoa,2024-12-27,2025-07-01 03:59:27,54.595346919786785,19360.723363980494,Silver,Food & Beverage,True,False
Catherine,Yang,xdunlap@example.net,(439)539-7214,1960-02-11,"350 Jeffrey Grove
East Michael, ME 59497",Jerryshire,Missouri,51588,Guatemala,2024-01-27,2025-04-05 23:04:28,15.800717137602193,16291.588228252653,Platinum,Home & Garden,False,False
Ricardo,Santana,suzanne53@example.org,(319)517-8272x4984,2005-01-16,"39189 Harmon Freeway
North Richardburgh, UT 31242",Melanieland,Wisconsin,54707,Equatorial Guinea,2023-11-28,2025-01-22 02:35:12,90.86794627740325,4492.70718601478,Gold,Beauty,True,False
Sandra,Gibson,hughessherry@example.net,5157153167,1962-02-15,"USS Johnson
FPO AP 98079",Stevensville,Rhode Island,39856,Cocos (Keeling) Islands,2021-03-22,2025-04-27 06:37:33,23.969756367268005,26098.88920167703,Platinum,Food & Beverage,True,True
Jessica,Short,mcollins@example.net,7138825061,1962-09-07,"108 Mckenzie Grove
South Susan, ME 00873",Port Samantha,Arizona,80001,Maldives,2023-09-03,2025-07-10 00:59:30,67.81262009066202,9221.214851147786,Bronze,Sports,False,False
Scott,Watkins,powellhaley@example.net,+1-716-410-5064x41603,1984-03-03,"13211 David Summit Apt. 823
North Elizabeth, VI 90222",Oliverton,Colorado,15181,Azerbaijan,2021-10-04,2025-04-18 14:57:25,94.1957800119376,9639.360921087193,Platinum,Books,True,True
Angela,Griffin,barry36@example.org,+1-965-697-9964x705,1997-02-11,"70572 Philip Drive Suite 883
Christopherville, GU 41768",Deniseton,New Mexico,13764,Turkmenistan,2020-10-15,2025-09-04 05:49:38,80.76400692664969,29491.21584300752,Platinum,Automotive,False,False
Misty,Parker,kevinochoa@example.com,5806748185,1978-04-03,"10818 Watson Mall
Angelaside, ND 34765",Davismouth,North Dakota,29105,Bermuda,2021-11-27,2025-07-13 16:08:52,39.86381517512879,43794.47993557863,Bronze,Home & Garden,True,True
Paul,Gallagher,masonhamilton@example.org,931.435.7927x5489,1993-03-12,"829 Eric Row
West Kennethchester, NV 96953",South Michaelfort,Oregon,09582,Zambia,2022-02-03,2025-08-27 01:23:27,6.4843998343237805,13192.733732570432,Gold,Automotive,True,False
Jacob,Black,patricialee@example.org,(839)556-3873x164,1962-01-21,"052 Shelly Coves Suite 890
Heatherport, KY 91577",Port Tammymouth,Alaska,17337,Western Sahara,2024-03-04,2025-01-22 02:46:21,61.401577322428736,27918.047973384222,Bronze,Beauty,True,True
Christopher,Parks,terickson@example.com,001-961-639-1287x482,1955-05-22,"591 Taylor Park
East Jacobchester, CT 23746",Michellehaven,Alabama,26598,Spain,2022-11-26,2025-01-03 04:39:52,83.20006789638246,16486.02961915823,Platinum,Books,True,False
Benjamin,Wolfe,lewismichael@example.com,+1-644-378-7286,2007-02-02,"180 Perry Key Suite 086
Jenniferburgh, NC 55516",New Sara,Massachusetts,80338,Mali,2022-05-19,2025-06-04 19:28:43,84.09713913045879,15565.527586769695,Platinum,Electronics,True,False
Seth,Williams,jessicamiller@example.com,663-316-1567,2006-01-20,"62940 Daniel Roads Suite 046
Beardfurt, NJ 89506",Barronport,Massachusetts,59783,Gibraltar,2021-10-03,2024-10-25 03:37:15,62.19525130006927,9748.181540842648,Bronze,Sports,False,False
Shannon,Young,jakemartin@example.net,984.825.5199x50006,1986-04-01,"5229 Angela Mills
New Michael, FM 91897",Port Edward,Washington,50001,Togo,2021-06-22,2025-08-18 05:48:35,48.506764891333276,45886.02595358028,Bronze,Home & Garden,False,False
Cheryl,Burns,brittanyporter@example.com,001-511-940-7033,1986-07-22,"4747 Clay Mall
West Emilyton, NE 49599",Haasport,Oklahoma,44788,Saudi Arabia,2021-08-20,2025-06-21 04:27:46,27.789395569211905,26460.0503790774,Silver,Home & Garden,False,False
Tanya,Smith,tracy35@example.org,+1-868-744-0118x466,1965-02-08,"768 Joseph Crossing
Allenshire, PR 54336",Josephstad,Alabama,29758,Iraq,2022-02-05,2025-01-06 00:18:06,57.23284420712257,24975.5508958113,Gold,Sports,False,True
Dustin,Norton,ksimmons@example.com,+1-337-498-8106x993,1985-10-20,"USCGC Ward
FPO AP 36898",Jamestown,Wisconsin,80072,Turkey,2022-05-25,2024-12-07 01:10:44,68.51598763899946,41795.06023211014,Silver,Sports,True,True
Angela,Rice,dennisprince@example.net,806.474.1170x42089,1972-09-20,"7304 Taylor Knoll Apt. 642
Jonathanburgh, NV 66135",Michaelfort,New Mexico,47865,Ethiopia,2022-02-06,2025-04-15 00:19:51,8.375981809001257,19593.418654370314,Bronze,Sports,False,True
Ronald,Anderson,wdaniels@example.org,001-513-752-9066x195,1996-02-12,"086 Williamson Port Suite 852
Port Christopherstad, CT 27475",Kimport,Vermont,84965,Uruguay,2023-10-24,2025-06-04 01:11:14,4.8626056185123945,8442.470698781177,Bronze,Electronics,True,False
Jonathan,Myers,olowery@example.org,2615353694,1972-12-30,"5478 James Island Apt. 541
Austinchester, NE 81194",South Billymouth,Arizona,15115,Guadeloupe,2023-08-25,2025-01-10 09:28:02,84.39666003518596,666.9072838622191,Gold,Clothing,True,True
Jennifer,Livingston,zrose@example.org,+1-361-515-2614,1976-11-28,"237 Deborah Mountain
Lisafurt, GU 83561",Jonesburgh,Minnesota,20037,Belgium,2023-11-01,2025-03-22 15:17:00,55.47830919754652,35132.69975501245,Bronze,Electronics,False,True
Luke,Hahn,rojasmatthew@example.net,+1-919-284-0997x000,1986-12-26,"35694 Andrea Lock
Caroltown, ND 48098",Sheliaborough,New York,99932,Czech Republic,2022-02-08,2024-11-26 05:02:47,39.27255896542632,22126.243107578444,Bronze,Automotive,True,False
Joseph,Fuentes,tgrimes@example.org,+1-480-841-0718x915,1970-03-24,"42885 Dylan Pike
East Nicole, AL 05318",Lynnland,Nevada,59109,Egypt,2025-07-02,2025-07-18 17:30:06,74.6636296011241,8445.577296636737,Platinum,Beauty,False,False
Jenna,Pope,steelebarbara@example.com,409-269-6687x5183,1957-12-06,"73058 Whitney Station Suite 914
Gregoryhaven, NC 45360",Jamesville,Wyoming,28087,Russian Federation,2022-04-24,2024-12-11 17:00:23,32.86207490934711,973.0693555128113,Gold,Sports,True,True
Danielle,Russell,deannaparks@example.com,277.576.7316x0043,1996-04-16,"0230 George Cliffs Suite 097
Phillipsberg, MN 08635",Thomasstad,Connecticut,68474,Paraguay,2024-05-25,2024-09-29 13:33:36,35.506399270644486,40528.9234233405,Gold,Clothing,False,True
Jamie,Bush,pamela75@example.com,662-934-4620x024,1950-09-18,"7403 Rachel Pines Suite 011
South Victoriaside, PA 56943",North Wandaton,Connecticut,29651,Zambia,2022-07-01,2024-09-18 18:41:08,92.70216905667088,11123.745509465438,Platinum,Sports,True,False
Jerry,Cabrera,jennifer55@example.com,972-474-4868,1952-08-27,"161 Reilly Turnpike Suite 481
South Lisa, GU 27337",Floresside,New Jersey,01987,Syrian Arab Republic,2024-03-23,2025-03-20 10:34:07,9.776874473162348,33435.01682357297,Platinum,Clothing,False,True
Robert,Johnson,angela62@example.net,280.739.5202x25313,1966-03-01,"482 Mariah Fall
New James, NJ 81966",Port Lesliemouth,Colorado,58082,Jersey,2021-03-14,2025-07-31 18:03:09,15.925956797337081,3814.3243241842683,Silver,Sports,True,True
Michele,Knapp,nsingh@example.net,936.285.9108x3085,1989-11-13,"Unit 8662 Box 3575
DPO AA 56849",Moraleshaven,Delaware,13921,Greece,2022-07-30,2024-10-13 12:03:05,77.17196861272024,17062.189544457207,Silver,Automotive,False,False
Kyle,Green,fthompson@example.com,841-408-4290x940,1972-01-23,"8534 Hurley Centers Suite 154
Saratown, ID 69831",Kellyburgh,Washington,67495,Montenegro,2022-06-03,2025-05-08 13:35:39,68.8303290541894,3570.906526580886,Platinum,Home & Garden,False,False
Lisa,Haynes,annawright@example.net,368.358.8848x0493,1994-01-18,"85588 Chavez Run Suite 818
East Anna, WY 51633",Port Douglas,North Dakota,96125,Thailand,2022-12-16,2025-05-12 07:51:02,63.83641635545944,16290.595855587446,Silver,Clothing,False,True
Hannah,Morrison,melissawebb@example.com,857.709.4384,1958-03-12,"5044 Hood Isle
East Keith, VT 21296",West Penny,Montana,59494,French Guiana,2022-05-31,2025-01-06 00:43:02,92.46368632717801,32618.483739141782,Gold,Beauty,False,True
Scott,Rivas,scompton@example.org,383.494.0089x74643,1989-06-25,"USCGC Castaneda
FPO AE 49873",Williamfort,Arkansas,87692,Maldives,2022-12-21,2024-12-27 00:35:42,33.84743196866754,14252.277093309047,Bronze,Home & Garden,False,False
Denise,Lozano,scotttroy@example.net,607.592.2903,1987-10-04,"0536 Andrews Forest
Nathanburgh, TN 67347",New Sandrachester,Rhode Island,82976,China,2023-10-21,2025-08-24 15:53:15,95.82575546927279,35555.669521822296,Silver,Home & Garden,False,False
Joseph,Carpenter,ahull@example.org,847.368.8924x03236,1968-01-12,"27282 Linda Pines Apt. 767
Hodgesmouth, WI 24867",Nataliefort,Wisconsin,68871,Latvia,2022-06-16,2025-07-09 15:21:05,86.06100073971233,9647.88127927543,Platinum,Clothing,True,True
Duane,Holder,jillfitzgerald@example.org,001-413-211-2111x34974,1956-01-18,"65077 Bailey Walk
East Oliviatown, ME 05100",Thompsonbury,Georgia,22683,Kenya,2022-02-11,2025-09-05 02:59:12,77.44798637748936,40206.17140557012,Silver,Automotive,True,True
Patricia,Woods,brian87@example.com,513-203-4591x2214,1996-10-11,"USS Gill
FPO AA 27230",Port Charlesmouth,Colorado,18782,Mali,2020-11-15,2025-03-08 09:48:36,39.999513529920584,19197.613012738002,Bronze,Electronics,False,False
Jason,Walton,jamesgutierrez@example.net,(309)354-2752x0352,1977-01-05,"2006 Williams Mountains Suite 056
Josephfurt, MS 81085",Brianview,Texas,27823,Angola,2020-10-19,2025-03-12 22:53:46,95.23869986017436,18768.510727018536,Silver,Books,True,True
Allison,Lucas,patricktony@example.com,9056124693,1991-12-21,"82356 Gross Crossroad
East Lisa, RI 71724",West Matthew,South Carolina,23721,Libyan Arab Jamahiriya,2022-09-16,2025-04-05 14:13:34,37.249317702134334,41690.89821790773,Bronze,Beauty,True,False
Rebecca,Jacobs,christopher13@example.com,981-700-6891,1990-09-04,"1839 Charles Prairie Apt. 644
New Susan, MD 83190",East Samuel,Mississippi,34786,Tunisia,2025-02-23,2024-12-29 21:43:11,53.52781484022215,34943.78787108835,Silver,Food & Beverage,False,False
Barbara,Sanchez,barrerasara@example.com,(520)253-5346x5596,1944-10-31,"9218 Maria Freeway
East Kelly, NV 65729",West Seanburgh,Utah,99922,Puerto Rico,2025-08-13,2024-10-15 00:17:49,26.843434092657176,18094.3422303473,Gold,Clothing,False,False
Mary,Moreno,heather14@example.net,650.517.5183,1983-03-19,"6872 Ortega Radial
New Kelliechester, ME 97531",New Isabellamouth,Hawaii,43305,Cambodia,2022-03-26,2025-08-06 15:59:11,22.363797128277486,33039.876493045864,Bronze,Sports,False,False
James,Jackson,brittany26@example.org,496.403.4697,1989-12-21,"01060 Aguilar Circles
Gonzalezfurt, OK 86563",Lake Johnathan,Oklahoma,50144,Colombia,2021-04-05,2025-03-06 07:33:19,61.06419872904148,33921.08001824512,Bronze,Automotive,True,False
Vincent,Barnes,jbailey@example.org,(779)799-7206x378,1950-10-18,"0998 Cisneros Hill
West Daniel, AR 81404",Port Kimberly,Oregon,35407,Seychelles,2023-07-08,2025-06-22 21:46:02,41.2992469009528,32755.758662694607,Gold,Sports,True,False
Karen,Ward,vancekimberly@example.net,(397)462-9780,1981-05-14,"49912 Katie Light Apt. 043
Port Aliciaberg, OK 47642",Port Jenniferfurt,Delaware,24222,Turkmenistan,2022-04-10,2025-02-12 17:52:43,6.09134290530347,17492.79871336329,Silver,Sports,False,False
Regina,Gomez,joshuaramirez@example.net,790.855.1929x978,1994-04-23,"55183 Young Drive Apt. 839
Jillburgh, OR 42404",West Robertton,New York,51432,Burundi,2025-08-24,2025-08-28 01:37:50,89.59065097805468,14962.806197208325,Silver,Home & Garden,False,False
Steven,Thompson,collinsdonald@example.org,(416)917-6609,1980-05-17,"USCGC Hinton
FPO AA 61614",Brittanyland,Nevada,35816,Belgium,2025-01-09,2025-07-31 20:39:00,13.064427889072897,50153.75099361648,Silver,Automotive,True,True
Pam,Wheeler,ewilliamson@example.com,(692)771-0351x91593,2003-06-15,"41743 Garcia Flat Apt. 137
New Christopherport, MS 15888",Dicksonburgh,Nebraska,61049,Mayotte,2020-10-10,2025-01-06 06:53:18,11.86815883625518,19890.13781119668,Gold,Home & Garden,True,True
Brandy,Schultz,tracy79@example.com,695.622.0272,2000-07-05,"1357 Laura Road Suite 722
Port Haroldland, TX 15386",North Angelamouth,Ohio,93517,Bolivia,2021-02-15,2025-09-15 04:24:45,9.021110161468709,242.19202393585067,Gold,Clothing,True,False
Sara,Nicholson,njones@example.org,001-298-857-3645x8579,1978-08-17,"48806 Moore Dam
New Anita, WA 61185",Gordonshire,Illinois,84295,Burundi,2021-11-14,2025-03-28 14:42:07,31.46632873861532,30962.790524102566,Silver,Electronics,True,True
Victor,Smith,jeremyvaughn@example.org,307-989-4359x378,2000-09-23,"Unit 3863 Box 0951
DPO AE 87154",Kathleenshire,South Carolina,91722,Pakistan,2024-11-28,2024-12-22 03:50:19,31.001319084334284,4509.281022526639,Platinum,Electronics,True,False
Patrick,Estrada,jessicahughes@example.org,001-275-796-1058x7697,1984-06-13,"11387 Christopher Heights
Lake Amberburgh, CT 74960",Debraview,Kentucky,45352,Ethiopia,2023-03-14,2025-05-06 09:21:48,63.447065666582006,41621.21869958675,Platinum,Automotive,True,False
Walter,Rogers,dianalewis@example.org,629.515.0528,1977-10-16,"Unit 7742 Box 0363
DPO AE 79558",Annestad,South Carolina,22084,Armenia,2021-08-15,2025-01-17 01:54:02,100.53237809944812,27205.993843037515,Gold,Electronics,True,True
Maurice,Pineda,natalievincent@example.com,(747)355-5478,1977-03-07,"1990 Lauren Forks
North Joseph, ND 51694",East Robertborough,Michigan,71645,Niger,2023-11-14,2025-01-24 21:02:45,4.135659400141937,24174.76796568887,Gold,Food & Beverage,True,True
Wendy,Barrett,karen67@example.com,379-319-9910x556,1965-11-21,"369 Johnson Pine
South Christineview, OK 66865",Lake Danielle,Colorado,21642,Botswana,2021-09-23,2025-07-31 04:53:26,3.0507496830585117,17727.97978399939,Bronze,Food & Beverage,False,True
Douglas,Clay,joanna30@example.net,+1-235-942-7385x564,1990-10-18,"02107 Renee Pine
South Bryan, MN 93054",Lisaview,New Mexico,30661,Jersey,2022-05-02,2025-01-08 13:46:10,20.82160046983974,22256.22161232821,Platinum,Sports,False,False
Amber,Lee,markbowers@example.org,785.566.8678,1985-12-08,"USS Pace
FPO AP 00950",South Pamelaport,Rhode Island,60502,Heard Island and McDonald Islands,2021-05-30,2025-07-09 07:38:37,61.60193585466575,37255.92246687505,Silver,Books,False,False
Michelle,Webb,bradleywinters@example.org,787.427.5449x5532,2007-07-16,"4113 Sarah Roads Apt. 193
West Kimberlyshire, OK 15673",West Alexander,Maine,34828,British Indian Ocean Territory (Chagos Archipelago),2025-07-19,2025-04-05 05:30:56,10.657771989357842,34562.67933436641,Gold,Food & Beverage,False,True
Patricia,Estrada,ingramtammy@example.com,(245)448-3855,1983-09-20,"79755 Ricardo Mews Suite 222
Reedborough, AK 58514",Victorberg,New Mexico,98021,North Macedonia,2022-12-21,2025-06-19 20:53:00,56.62060204813535,31557.295145993492,Gold,Home & Garden,True,False
Tiffany,Brown,lisabyrd@example.org,323.413.0874x271,2001-03-15,"6728 Elizabeth Burgs Suite 439
Hintonmouth, AZ 95119",West Mariaville,North Carolina,91146,Namibia,2024-11-01,2025-04-01 21:33:38,28.118984770993716,34696.060868320106,Bronze,Sports,True,True
Lisa,Franklin,johnsaustin@example.net,001-780-650-5288x9851,1947-11-14,"54741 Elizabeth Keys Suite 144
Jonesmouth, MS 40965",South Justin,Hawaii,46211,Iran,2021-05-06,2025-06-19 15:17:51,28.66079146496742,50227.71545138116,Silver,Food & Beverage,True,False
Tracy,Ibarra,richardfox@example.net,(470)524-4478,1976-02-08,"7356 Robert Causeway
Dennisbury, PA 32098",North Mitchell,Utah,19531,Cape Verde,2022-09-07,2024-11-11 01:55:50,11.093569171254293,19706.15236689523,Bronze,Automotive,False,False
Thomas,Manning,roger50@example.net,854-428-2730x34187,1974-09-08,"74283 Bobby Port
Johnfurt, SC 99428",Morenoport,Montana,10419,Nauru,2024-09-27,2025-07-21 15:06:03,37.41847791245868,48249.56339287412,Bronze,Beauty,False,False
Jason,Byrd,john55@example.com,(323)831-0546x550,1945-03-25,"584 Carrie Parkways Suite 001
Delacruzstad, WV 13401",New Katiemouth,Utah,90625,Chile,2023-01-28,2024-12-15 13:07:49,1.4534834962145677,12693.298765714715,Gold,Automotive,False,True
Daniel,Greene,aaron94@example.com,001-746-818-2785x8557,1978-08-21,"40393 Peterson Stravenue Apt. 488
North Phyllis, OH 37738",Leonardside,Massachusetts,44987,Pitcairn Islands,2021-06-03,2025-01-08 15:07:51,93.88503165202837,48923.14099239767,Platinum,Clothing,False,True
Ralph,Rhodes,ereese@example.com,001-958-631-7488x78936,1965-04-07,"1368 Timothy Cliffs Suite 939
Williamshaven, CA 30200",Kathleenfurt,South Dakota,29302,Palestinian Territory,2023-09-11,2025-02-07 10:41:55,75.56396847549105,38828.842005406,Platinum,Sports,True,True
Kimberly,Brown,torrespamela@example.com,001-696-493-2671x17524,1963-01-09,"4544 Todd Forest
Davidborough, WY 94233",Lynchmouth,Nevada,37990,Isle of Man,2022-09-23,2024-12-13 06:50:32,76.7037149323398,16709.245645350267,Bronze,Beauty,True,False
Clinton,Chavez,jjimenez@example.net,001-722-982-6160x73305,1954-07-03,"44522 Robert Stravenue
Michelleview, WY 47372",Charlesstad,California,49055,Guam,2024-01-19,2025-08-19 18:26:08,14.1181802957288,20838.440881697734,Bronze,Sports,True,False
Kristen,Mccarthy,nbaldwin@example.net,356-832-9750,1956-03-09,"32249 Amber Port
Anthonyton, GU 85563",West Sherryport,Delaware,89373,Ireland,2023-02-16,2024-11-21 21:42:51,63.801739865636556,40728.74347634228,Platinum,Home & Garden,True,True
Francisco,Stephens,lindsey30@example.org,(229)696-3602,1994-03-02,"61920 Matthew Throughway Apt. 459
Port Jay, ME 37389",Derekburgh,Washington,50074,Bermuda,2021-12-12,2025-07-30 17:25:21,61.36244794368504,27721.536272135294,Platinum,Beauty,True,False
Anthony,Fields,sanchezcarrie@example.com,605-229-7378x53247,1989-01-17,"41164 Sanders Circles
East Jordanburgh, WA 17759",Petermouth,New Hampshire,49549,Saint Vincent and the Grenadines,2021-07-12,2025-05-27 15:23:47,94.2353952604884,1950.4282473361257,Silver,Clothing,True,False
Jason,Kent,gabrielaschneider@example.com,2083478111,1994-05-16,"4057 Lopez Flats Apt. 885
East Phillip, IL 02948",East Loribury,California,71551,Uganda,2025-03-07,2025-01-24 17:36:05,26.006061550609388,47346.96159425164,Silver,Food & Beverage,True,True
Michelle,Adams,qtaylor@example.com,(802)575-2045,1977-03-06,"075 John Wall Suite 467
Lake David, PR 63605",Carolynfurt,Wisconsin,52609,Moldova,2025-07-21,2024-09-16 23:59:52,61.088277274327226,8369.504971621896,Gold,Sports,False,True
Dennis,Aguirre,bradley49@example.com,+1-651-405-3917x8308,1965-10-07,"75496 Page Manor Apt. 864
Billytown, AR 57682",Gomezville,Kentucky,71594,Faroe Islands,2022-12-07,2024-12-19 12:39:05,64.94769751258507,27053.237344055095,Bronze,Books,False,True
Elizabeth,Rivera,ayalasamantha@example.net,991-854-9421x359,2004-03-27,"21626 Manning Square Apt. 743
New Crystalmouth, MS 26609",Loganhaven,New York,15717,Panama,2020-11-28,2025-07-29 03:11:19,97.34568057830123,34792.39515698995,Bronze,Electronics,False,False
Diane,Short,laurie92@example.com,815.495.6282,1993-06-01,"31993 Rebecca Summit
Muellerton, ND 13848",Timothyberg,Alaska,26369,Costa Rica,2025-02-12,2024-12-11 18:35:44,30.43184753759559,50595.63586694877,Gold,Home & Garden,True,False
Jennifer,Franco,kknox@example.com,(723)718-5171,1960-02-07,"12667 Williams Pass Suite 349
Lake Brittanyport, ND 66555",Lake Josephborough,Nevada,55624,Liechtenstein,2020-09-26,2025-07-11 23:38:52,50.202373454319456,17814.92134358973,Gold,Automotive,False,False
Tina,Schultz,aguilarmichael@example.com,001-466-951-3740x431,2002-08-10,"39054 Simpson Brook
East Timothy, UT 51894",Lake Robert,Colorado,27282,Saint Helena,2023-01-18,2025-08-21 15:40:00,7.213863055611573,28164.573902934517,Gold,Home & Garden,True,False
Kevin,Ross,patricia93@example.net,500-591-7191,1972-05-11,"830 Farmer Drive Apt. 189
North Erik, NH 78731",Lake Alexton,California,00700,Tonga,2021-05-08,2025-03-08 20:29:39,49.8632436262227,12914.695478151256,Silver,Clothing,False,True
Walter,Martinez,michaelramos@example.com,+1-597-374-5972x031,1944-09-23,"8267 Logan Curve Suite 531
West Keithborough, DC 41391",East Mikaylaside,New Mexico,53314,Libyan Arab Jamahiriya,2024-04-02,2024-12-07 04:25:42,26.642695545356585,8892.37437848722,Platinum,Sports,False,False
Patty,Jones,djensen@example.org,001-664-228-9848x337,1953-04-21,"6287 Diaz Run Suite 088
Melissaland, AK 78428",Port Stephanie,Pennsylvania,96965,Senegal,2021-03-29,2025-02-24 05:54:09,70.6433639191175,10450.04125512375,Silver,Clothing,True,False
Mary,Thornton,rjackson@example.net,+1-532-557-7223x87727,1990-10-10,"1315 Mark Alley
Lake Jamesstad, TN 33336",New Jeremiahton,Colorado,47005,Turks and Caicos Islands,2022-06-05,2025-04-24 08:19:25,74.51442176566124,45033.84779523118,Gold,Home & Garden,False,True
Michael,Smith,jasonescobar@example.net,800.306.4027x92254,1959-08-17,"USNV Landry
FPO AA 27167",Jasminefurt,Maine,86888,Bolivia,2022-12-05,2025-07-01 06:54:35,47.74815390182021,2819.2509040995274,Silver,Books,False,True
Michael,Scott,jonesjoseph@example.com,+1-682-737-3513x8454,1973-07-03,"979 Tiffany Station Apt. 903
Lake Patriciachester, DC 61983",New Jessica,Tennessee,61482,Sierra Leone,2021-01-07,2024-12-18 12:35:56,65.0343781776119,7788.592986391296,Platinum,Home & Garden,True,True
Anthony,Fowler,collinslisa@example.org,001-241-849-6189x8386,1949-09-07,"10008 Thomas Mills Apt. 110
Walshfort, NE 38540",Port Julie,North Dakota,06376,Brunei Darussalam,2021-10-16,2024-11-02 12:31:41,62.1303068461884,325.040041916504,Silver,Books,False,True
Brenda,Thomas,aholloway@example.net,001-874-881-3175x496,1946-02-17,"920 Frederick Center Suite 333
Lake Loriborough, NJ 08703",Wilsonburgh,New Hampshire,39427,Ethiopia,2023-10-29,2025-07-01 00:11:04,14.339660123791633,8413.402357050056,Bronze,Home & Garden,True,False
Janice,Gallegos,jonesnicole@example.org,414-524-1572x015,1956-10-27,"89192 Ivan Underpass
Ashleyhaven, NE 93468",Johnmouth,Wyoming,66704,Bolivia,2020-10-14,2025-07-05 09:59:56,95.16229837781108,10854.165497301026,Silver,Food & Beverage,False,False
Penny,Smith,philip18@example.net,745.955.8109x430,1957-01-03,"1367 Tommy Station Suite 558
Susanview, WV 30719",Brandonchester,New Hampshire,26851,Niger,2023-08-23,2025-09-14 10:58:08,79.98242463925514,17290.63297774526,Gold,Automotive,True,False
Rick,Davis,jimmyperez@example.net,923-875-6697x1987,1996-10-28,"42381 Amanda Isle
Nicolebury, FL 52393",North Ashleyborough,Louisiana,33150,Wallis and Futuna,2025-04-01,2025-07-14 01:56:22,68.9324895012122,32004.97093348525,Platinum,Electronics,False,False
John,Parker,carlsonrachel@example.org,001-452-498-0476x123,1985-01-24,"3474 Jill Isle Apt. 262
Mccoymouth, GA 02363",Lake Crystal,Georgia,25531,Hungary,2023-06-18,2025-05-05 03:17:58,93.87300303101102,10078.052641379883,Silver,Sports,True,True
Michael,Thompson,hhess@example.com,525-961-4274,2005-12-23,"489 Jennifer Bridge
West Christopher, NC 11280",Joyborough,New Hampshire,43697,Azerbaijan,2023-08-17,2024-12-26 04:53:55,54.083499569665946,39483.24381385089,Platinum,Automotive,False,True
Barbara,Hicks,bergerjessica@example.org,7105495308,1999-05-05,"68191 Kenneth Spring
Donnaview, PW 71153",Robertsonstad,Connecticut,00528,Liechtenstein,2025-06-06,2025-05-02 00:43:42,40.066796165243346,27012.870589834663,Gold,Electronics,False,True
Jessica,Tyler,jennifer38@example.net,913-651-9271,2000-11-16,"9121 Nathan Causeway
Brianton, KS 72908",Kinghaven,Mississippi,08942,Nicaragua,2023-05-18,2025-02-17 16:57:58,75.70193727769309,17525.81909046433,Gold,Sports,False,False
Francisco,Moore,williambarajas@example.org,(790)828-7736x4656,1975-04-11,"6774 Fields Coves
Jayport, MA 13583",West Brady,Arkansas,93186,Hong Kong,2021-09-23,2025-05-21 13:33:05,45.82398791198865,16513.87370672232,Bronze,Clothing,True,True
Krystal,Pollard,harriswilliam@example.net,2024942373,1969-05-03,"PSC 6484, Box 1734
APO AA 55671",East Kelly,Maryland,08488,Greenland,2023-06-04,2024-09-24 22:08:09,3.9617932906691946,22282.451358889968,Bronze,Sports,True,False
